0 1.23854e-03 7.18816e-01 -2.12000e+03 -8.80000e+01
10 5.01559e-02 2.82665e+00 -4.20400e+03 -5.60000e+02
20 1.12851e-01 3.20998e+00 -4.48000e+03 -8.40000e+02
30 1.75658e-01 3.42557e+00 -4.62800e+03 -1.04800e+03
40 2.06397e-01 3.58732e+00 -4.73600e+03 -1.13600e+03
50 2.87181e-01 3.66040e+00 -4.78400e+03 -1.34000e+03
