0.00000e+00 1.11469e-02 -2.64000e+02 0.00000e+00
0.00000e+00 1.11469e-02 -2.64000e+02 0.00000e+00
0.00000e+00 1.14872e-02 -2.68000e+02 0.00000e+00
0.00000e+00 1.21833e-02 -2.76000e+02 0.00000e+00
0.00000e+00 1.21833e-02 -2.76000e+02 0.00000e+00
0.00000e+00 1.28998e-02 -2.84000e+02 0.00000e+00
0.00000e+00 1.28998e-02 -2.84000e+02 0.00000e+00
0.00000e+00 1.32657e-02 -2.88000e+02 0.00000e+00
0.00000e+00 1.32657e-02 -2.88000e+02 0.00000e+00
0.00000e+00 1.32657e-02 -2.88000e+02 0.00000e+00
0.00000e+00 1.32657e-02 -2.88000e+02 0.00000e+00
0.00000e+00 1.32657e-02 -2.88000e+02 0.00000e+00
0.00000e+00 1.32657e-02 -2.88000e+02 0.00000e+00
0.00000e+00 1.36368e-02 -2.92000e+02 0.00000e+00
0.00000e+00 1.36368e-02 -2.92000e+02 0.00000e+00
0.00000e+00 1.36368e-02 -2.92000e+02 0.00000e+00
0.00000e+00 1.36368e-02 -2.92000e+02 0.00000e+00
0.00000e+00 1.36368e-02 -2.92000e+02 0.00000e+00
0.00000e+00 1.36368e-02 -2.92000e+02 0.00000e+00
0.00000e+00 1.36368e-02 -2.92000e+02 0.00000e+00
0.00000e+00 1.40130e-02 -2.96000e+02 0.00000e+00
0.00000e+00 1.40130e-02 -2.96000e+02 0.00000e+00
0.00000e+00 1.40130e-02 -2.96000e+02 0.00000e+00
0.00000e+00 1.40130e-02 -2.96000e+02 0.00000e+00
0.00000e+00 1.43942e-02 -3.00000e+02 0.00000e+00
0.00000e+00 1.43942e-02 -3.00000e+02 0.00000e+00
0.00000e+00 1.43942e-02 -3.00000e+02 0.00000e+00
0.00000e+00 1.43942e-02 -3.00000e+02 0.00000e+00
0.00000e+00 1.43942e-02 -3.00000e+02 0.00000e+00
0.00000e+00 1.59706e-02 -3.16000e+02 0.00000e+00
0.00000e+00 1.59706e-02 -3.16000e+02 0.00000e+00
0.00000e+00 1.59706e-02 -3.16000e+02 0.00000e+00
